-1000mbar.csv,-1002mbar.csv,-1003mbar.csv,-1005mbar.csv,-1007mbar.csv,-183mbar.csv,-260mbar.csv,-391mbar.csv,-500mbar.csv,-590mbar.csv,-664mbar.csv,-725mbar.csv,-7mbar.csv,-817mbar.csv,-913mbar.csv,-938mbar.csv,-962mbar.csv,-978mbar.csv,-989mbar.csv,-997mbar.csv,-99mbar.csv,,,-1015mbar_vaq.csv
0.56,0.64,0.64,0.64,0.64,0.48,0.56,0.64,0.72,0.72,0.72,0.8,0.64,0.8,0.64,0.72,0.72,0.64,0.64,0.72,0.4,,,0.64
0.56,0.72,0.64,0.64,0.64,0.48,0.56,0.64,0.72,0.72,0.72,0.72,0.64,0.72,0.72,0.72,0.72,0.56,0.56,0.64,0.4,,,0.64
0.56,0.64,0.64,0.56,0.64,0.48,0.56,0.64,0.64,0.72,0.72,0.8,0.72,0.72,0.72,0.72,0.72,0.64,0.64,0.72,0.4,,,0.64
0.64,0.56,0.64,0.64,0.64,0.48,0.56,0.64,0.64,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.56,0.64,0.64,0.48,,,0.56
0.64,0.64,0.64,0.64,0.56,0.48,0.56,0.64,0.64,0.64,0.72,0.72,0.72,0.8,0.72,0.72,0.64,0.64,0.64,0.72,0.4,,,0.64
0.64,0.64,0.64,0.64,0.64,0.48,0.48,0.56,0.64,0.72,0.72,0.72,0.72,0.72,0.72,0.64,0.64,0.64,0.56,0.64,0.4,,,0.64
0.64,0.64,0.64,0.64,0.64,0.48,0.48,0.56,0.64,0.72,0.72,0.8,0.72,0.72,0.72,0.64,0.64,0.64,0.64,0.64,0.4,,,0.56
0.64,0.64,0.72,0.64,0.72,0.4,0.48,0.64,0.64,0.64,0.72,0.72,0.72,0.72,0.72,0.72,0.64,0.64,0.64,0.72,0.4,,,0.64
0.64,0.64,0.64,0.64,0.64,0.48,0.48,0.56,0.56,0.64,0.72,0.72,0.72,0.8,0.72,0.72,0.72,0.64,0.64,0.64,0.4,,,0.56
0.64,0.64,0.64,0.64,0.64,0.4,0.4,0.56,0.56,0.56,0.72,0.72,0.8,0.8,0.72,0.64,0.72,0.64,0.64,0.72,0.4,,,0.56
0.56,0.64,0.64,0.64,0.64,0.4,0.4,0.56,0.56,0.56,0.72,0.72,0.8,0.72,0.72,0.72,0.64,0.64,0.64,0.64,0.32,,,0.56
0.56,0.56,0.56,0.64,0.64,0.4,0.4,0.56,0.56,0.56,0.72,0.64,0.8,0.72,0.64,0.64,0.72,0.64,0.64,0.64,0.32,,,0.56
0.56,0.64,0.56,0.64,0.56,0.32,0.4,0.48,0.56,0.56,0.64,0.64,0.8,0.72,0.64,0.56,0.56,0.64,0.64,0.64,0.32,,,0.56
0.64,0.56,0.56,0.64,0.64,0.4,0.4,0.48,0.56,0.48,0.64,0.64,0.8,0.72,0.64,0.64,0.64,0.64,0.56,0.64,0.32,,,0.64
0.64,0.56,0.56,0.64,0.64,0.32,0.32,0.4,0.56,0.48,0.64,0.64,0.72,0.64,0.64,0.64,0.64,0.56,0.56,0.64,0.32,,,0.56
0.64,0.56,0.56,0.64,0.64,0.32,0.32,0.4,0.48,0.4,0.64,0.56,0.72,0.64,0.72,0.64,0.64,0.64,0.56,0.64,0.32,,,0.56
0.56,0.56,0.64,0.64,0.56,0.32,0.32,0.4,0.48,0.48,0.64,0.64,0.8,0.56,0.64,0.56,0.56,0.56,0.64,0.64,0.32,,,0.56
0.56,0.56,0.64,0.64,0.64,0.32,0.32,0.32,0.48,0.4,0.56,0.56,0.8,0.64,0.64,0.56,0.64,0.64,0.56,0.64,0.32,,,0.56
0.56,0.56,0.56,0.56,0.56,0.32,0.24,0.32,0.48,0.4,0.56,0.56,0.8,0.64,0.64,0.72,0.56,0.64,0.56,0.56,0.32,,,0.56
0.56,0.56,0.56,0.56,0.64,0.24,0.24,0.32,0.4,0.4,0.56,0.56,0.8,0.64,0.56,0.72,0.64,0.56,0.56,0.64,0.32,,,0.56
0.56,0.56,0.56,0.56,0.64,0.24,0.24,0.32,0.32,0.32,0.48,0.48,0.8,0.64,0.56,0.64,0.56,0.56,0.56,0.56,0.24,,,0.56
0.64,0.48,0.56,0.56,0.64,0.24,0.24,0.32,0.4,0.32,0.48,0.48,0.8,0.56,0.56,0.64,0.56,0.56,0.56,0.56,0.24,,,0.56
0.56,0.56,0.56,0.64,0.56,0.24,0.24,0.24,0.32,0.32,0.48,0.4,0.8,0.56,0.56,0.64,0.56,0.56,0.56,0.48,0.24,,,0.56
0.56,0.56,0.56,0.56,0.56,0.24,0.24,0.32,0.32,0.24,0.48,0.4,0.8,0.56,0.56,0.56,0.56,0.64,0.48,0.48,0.24,,,0.56
0.56,0.56,0.56,0.56,0.56,0.24,0.24,0.24,0.32,0.24,0.48,0.4,0.88,0.56,0.56,0.56,0.56,0.56,0.56,0.48,0.24,,,0.56
0.56,0.56,0.56,0.56,0.56,0.24,0.16,0.24,0.32,0.24,0.48,0.32,0.88,0.48,0.56,0.56,0.56,0.56,0.48,0.4,0.24,,,0.56
0.56,0.56,0.56,0.56,0.56,0.16,0.16,0.24,0.24,0.24,0.4,0.32,0.88,0.48,0.56,0.56,0.56,0.56,0.48,0.4,0.16,,,0.56
0.56,0.56,0.56,0.56,0.64,0.16,0.16,0.16,0.24,0.16,0.32,0.24,0.88,0.48,0.56,0.56,0.56,0.56,0.48,0.4,0.16,,,0.56
0.56,0.56,0.56,0.56,0.56,0.24,0.08,0.16,0.24,0.16,0.32,0.24,0.88,0.4,0.48,0.56,0.56,0.56,0.48,0.4,0.16,,,0.56
0.56,0.56,0.56,0.56,0.56,0.16,0.08,0.08,0.16,0.08,0.24,0.16,0.96,0.4,0.48,0.48,0.56,0.56,0.48,0.4,0.16,,,0.56
0.56,0.56,0.64,0.56,0.56,0.16,0.08,0.08,0.08,0,0.16,0.08,0.96,0.4,0.4,0.48,0.56,0.56,0.4,0.4,0.16,,,0.56
0.48,0.48,0.64,0.56,0.64,0.16,0.08,0.08,0.16,0,0.16,0.08,0.96,0.32,0.4,0.48,0.48,0.56,0.32,0.4,0.16,,,0.56
0.48,0.56,0.56,0.56,0.56,0.08,0.08,0.08,0.08,-0.08,0.16,0,0.96,0.24,0.4,0.48,0.4,0.56,0.24,0.4,0.08,,,0.56
0.48,0.56,0.48,0.56,0.56,0.16,0.08,0.08,0.08,0,0.16,0,0.96,0.24,0.32,0.4,0.32,0.48,0.24,0.48,0.08,,,0.56
0.4,0.48,0.56,0.56,0.56,0.08,0.08,0.08,0,-0.08,0.16,0,0.96,0.16,0.24,0.32,0.32,0.4,0.24,0.48,0.08,,,0.56
0.48,0.48,0.56,0.56,0.56,0.08,0,0,0,-0.08,0.08,-0.08,0.88,0.16,0.24,0.24,0.32,0.4,0.24,0.56,0.08,,,0.56
0.4,0.4,0.48,0.56,0.48,0.08,0,0,-0.08,-0.16,0,-0.16,0.96,0,0.16,0.24,0.24,0.4,0.32,0.64,0.08,,,0.56
0.4,0.48,0.4,0.48,0.56,0.08,0,0,-0.08,-0.16,0,-0.16,0.96,-0.08,0,0.16,0.16,0.32,0.32,0.56,0.08,,,0.56
0.32,0.48,0.48,0.48,0.48,0,0,0,-0.08,-0.16,-0.08,-0.16,0.96,-0.08,0,0,0.08,0.32,0.32,0.56,0.16,,,0.56
0.32,0.4,0.48,0.56,0.48,0.08,0.08,0,-0.08,-0.08,-0.08,-0.16,0.96,-0.08,-0.08,0,0.08,0.24,0.32,0.64,0.08,,,0.56
0.4,0.32,0.48,0.56,0.48,0.08,0.08,0,-0.08,-0.08,-0.16,-0.16,1.04,-0.08,-0.08,-0.08,0.08,0.24,0.4,0.64,0.08,,,0.56
0.32,0.4,0.48,0.48,0.48,0.08,0.08,-0.08,-0.08,-0.08,-0.16,-0.16,1.04,-0.16,-0.08,0,0.08,0.16,0.4,0.64,0.08,,,0.56
0.4,0.4,0.4,0.48,0.56,0.08,0.08,0,-0.16,-0.08,-0.16,-0.16,1.04,-0.16,-0.08,0,0.08,0.24,0.48,0.64,0.08,,,0.56
0.4,0.4,0.4,0.48,0.48,0.08,0.08,0,-0.08,0,-0.16,-0.16,1.04,-0.24,-0.08,0,0.16,0.24,0.48,0.64,0.08,,,0.56
0.4,0.48,0.4,0.4,0.48,0,0.08,0,-0.08,0,-0.16,-0.08,0.96,-0.24,0,0.08,0.24,0.32,0.48,0.64,0.08,,,0.48
0.48,0.48,0.48,0.56,0.48,0,0.08,0,-0.08,0,-0.16,-0.08,1.04,-0.16,0,0.08,0.32,0.32,0.56,0.56,0.08,,,0.56
0.56,0.56,0.48,0.48,0.48,0,0.08,0,-0.08,-0.08,-0.08,0,1.04,-0.16,0.08,0.16,0.32,0.32,0.56,0.56,0,,,0.56
0.48,0.56,0.48,0.48,0.56,0.08,0.08,0,-0.08,0,-0.08,0.08,1.04,-0.16,0.16,0.24,0.4,0.4,0.56,0.56,0,,,0.56
0.56,0.56,0.56,0.48,0.56,0.08,0.08,0,0,0,-0.08,0.08,0.96,0,0.24,0.32,0.4,0.4,0.56,0.56,0.08,,,0.56
0.56,0.56,0.56,0.56,0.56,0.08,0.08,0,0,0.08,-0.08,0.08,1.04,0.08,0.24,0.32,0.48,0.48,0.56,0.56,0.08,,,0.56
0.56,0.56,0.56,0.56,0.56,0.08,0.08,0,0,0.08,0,0.16,1.04,0.08,0.32,0.4,0.48,0.48,0.56,0.56,0,,,0.56
0.48,0.56,0.56,0.56,0.56,0.08,0.16,0.08,0,0.16,0,0.16,1.04,0.16,0.4,0.48,0.48,0.56,0.56,0.56,0,,,0.56
0.48,0.56,0.56,0.56,0.56,0.08,0.16,0.08,0,0.16,0.08,0.24,1.04,0.24,0.4,0.48,0.56,0.56,0.56,0.56,0,,,0.56
0.56,0.48,0.56,0.56,0.56,0.08,0.16,0.08,0,0.16,0.08,0.24,0.96,0.24,0.48,0.48,0.56,0.56,0.56,0.56,0.08,,,0.48
0.48,0.56,0.56,0.56,0.56,0.16,0.16,0.08,0.08,0.24,0.16,0.24,0.96,0.24,0.56,0.48,0.48,0.56,0.56,0.56,0.08,,,0.56
0.56,0.56,0.48,0.56,0.56,0.08,0.16,0.08,0.08,0.24,0.08,0.32,1.04,0.32,0.56,0.48,0.56,0.56,0.56,0.56,0.16,,,0.48
0.56,0.56,0.56,0.56,0.56,0.08,0.24,0.08,0.08,0.24,0.16,0.32,1.04,0.32,0.56,0.48,0.56,0.56,0.56,0.56,0.08,,,0.48
0.56,0.56,0.56,0.56,0.64,0.16,0.24,0.08,0.16,0.24,0.16,0.32,1.04,0.4,0.56,0.56,0.56,0.48,0.56,0.56,0.08,,,0.56
0.48,0.56,0.56,0.56,0.56,0.08,0.24,0.08,0.16,0.16,0.24,0.4,1.04,0.4,0.56,0.56,0.56,0.56,0.56,0.56,0.08,,,0.48
0.48,0.56,0.48,0.56,0.56,0.08,0.24,0.16,0.16,0.16,0.24,0.32,1.04,0.4,0.56,0.56,0.56,0.56,0.56,0.64,0.16,,,0.48
0.48,0.48,0.56,0.56,0.56,0.16,0.24,0.16,0.16,0.16,0.24,0.4,1.04,0.4,0.56,0.56,0.56,0.48,0.56,0.56,0.08,,,0.48
0.48,0.48,0.56,0.56,0.48,0.08,0.24,0.16,0.24,0.16,0.32,0.4,1.04,0.48,0.56,0.64,0.56,0.56,0.56,0.56,0.16,,,0.48
0.48,0.48,0.48,0.56,0.48,0.16,0.24,0.16,0.24,0.16,0.32,0.4,1.04,0.48,0.56,0.56,0.56,0.56,0.48,0.56,0.16,,,0.48
0.48,0.48,0.56,0.48,0.48,0.16,0.24,0.24,0.24,0.16,0.32,0.4,1.04,0.48,0.56,0.56,0.56,0.56,0.48,0.56,0.16,,,0.48
0.48,0.56,0.56,0.56,0.48,0.16,0.32,0.24,0.32,0.16,0.32,0.4,1.04,0.48,0.48,0.56,0.56,0.56,0.48,0.56,0.24,,,0.48
0.48,0.48,0.48,0.56,0.48,0.24,0.24,0.24,0.24,0.08,0.32,0.4,1.04,0.48,0.56,0.56,0.48,0.56,0.48,0.48,0.24,,,0.48
0.48,0.56,0.48,0.48,0.48,0.24,0.32,0.24,0.32,0.16,0.32,0.48,1.04,0.4,0.56,0.56,0.48,0.48,0.4,0.56,0.24,,,0.48
0.48,0.56,0.48,0.48,0.56,0.16,0.32,0.24,0.32,0.24,0.32,0.48,1.04,0.48,0.56,0.56,0.48,0.48,0.48,0.56,0.24,,,0.48
0.56,0.56,0.48,0.48,0.56,0.24,0.24,0.24,0.32,0.16,0.4,0.4,1.04,0.48,0.56,0.56,0.56,0.48,0.48,0.56,0.24,,,0.48
0.48,0.48,0.48,0.56,0.48,0.24,0.32,0.24,0.32,0.24,0.4,0.4,1.04,0.48,0.56,0.56,0.48,0.48,0.48,0.56,0.24,,,0.48
0.48,0.56,0.56,0.56,0.56,0.24,0.32,0.32,0.32,0.24,0.4,0.4,1.04,0.48,0.56,0.48,0.48,0.48,0.48,0.56,0.24,,,0.48
0.48,0.56,0.48,0.56,0.48,0.32,0.32,0.32,0.32,0.24,0.4,0.4,1.12,0.48,0.48,0.56,0.56,0.48,0.48,0.56,0.24,,,0.56
0.48,0.56,0.48,0.48,0.56,0.32,0.32,0.32,0.32,0.24,0.4,0.4,1.12,0.48,0.48,0.56,0.48,0.56,0.48,0.64,0.24,,,0.48
0.4,0.48,0.48,0.56,0.56,0.32,0.32,0.32,0.32,0.24,0.4,0.4,1.04,0.48,0.48,0.48,0.4,0.48,0.48,0.64,0.24,,,0.48
0.48,0.48,0.48,0.48,0.56,0.32,0.32,0.32,0.32,0.24,0.4,0.48,1.04,0.4,0.4,0.48,0.4,0.48,0.56,0.64,0.24,,,0.48
0.48,0.48,0.48,0.48,0.56,0.32,0.32,0.32,0.32,0.24,0.4,0.4,1.04,0.48,0.4,0.48,0.4,0.4,0.56,0.56,0.24,,,0.56
0.48,0.48,0.48,0.48,0.56,0.32,0.4,0.4,0.4,0.32,0.4,0.4,1.04,0.4,0.4,0.48,0.4,0.4,0.56,0.64,0.32,,,0.48
0.56,0.48,0.56,0.48,0.48,0.32,0.4,0.4,0.4,0.24,0.4,0.4,1.12,0.4,0.4,0.4,0.4,0.4,0.56,0.56,0.32,,,0.48
0.56,0.56,0.56,0.48,0.48,0.32,0.4,0.4,0.4,0.32,0.4,0.48,1.12,0.4,0.4,0.4,0.48,0.48,0.56,0.56,0.32,,,0.48
0.56,0.56,0.56,0.56,0.48,0.32,0.4,0.4,0.4,0.32,0.4,0.48,1.04,0.4,0.4,0.48,0.56,0.56,0.56,0.64,0.32,,,0.56
0.56,0.56,0.48,0.56,0.56,0.32,0.48,0.4,0.4,0.32,0.4,0.48,1.12,0.4,0.4,0.48,0.56,0.48,0.56,0.64,0.32,,,0.56
0.56,0.48,0.48,0.56,0.56,0.32,0.4,0.4,0.4,0.32,0.48,0.56,1.12,0.48,0.48,0.56,0.48,0.48,0.56,0.56,0.32,,,0.56
0.56,0.56,0.56,0.56,0.56,0.4,0.4,0.4,0.4,0.32,0.48,0.56,1.04,0.4,0.56,0.48,0.56,0.48,0.56,0.56,0.32,,,0.56
0.56,0.56,0.56,0.56,0.56,0.4,0.48,0.4,0.4,0.32,0.48,0.56,0.96,0.48,0.56,0.56,0.56,0.56,0.56,0.56,0.4,,,0.56
0.56,0.48,0.56,0.48,0.56,0.4,0.48,0.48,0.48,0.32,0.56,0.56,0.96,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.4,,,0.48
0.56,0.56,0.56,0.56,0.56,0.4,0.48,0.48,0.48,0.4,0.56,0.56,0.96,0.56,0.56,0.56,0.56,0.56,0.48,0.56,0.4,,,0.48
0.56,0.56,0.56,0.56,0.56,0.4,0.48,0.48,0.4,0.4,0.56,0.56,0.96,0.56,0.56,0.64,0.56,0.56,0.48,0.48,0.4,,,0.48
0.56,0.56,0.56,0.56,0.56,0.4,0.56,0.48,0.48,0.4,0.56,0.56,1.04,0.56,0.56,0.64,0.56,0.56,0.56,0.56,0.48,,,0.56
0.56,0.56,0.56,0.56,0.56,0.48,0.56,0.48,0.48,0.4,0.56,0.56,1.04,0.56,0.56,0.64,0.64,0.56,0.56,0.56,0.4,,,0.48
0.48,0.56,0.64,0.56,0.56,0.48,0.56,0.56,0.56,0.4,0.56,0.64,1.04,0.64,0.56,0.64,0.56,0.56,0.56,0.56,0.4,,,0.48
0.56,0.56,0.56,0.56,0.56,0.48,0.56,0.56,0.56,0.4,0.56,0.64,1.04,0.64,0.64,0.56,0.64,0.56,0.56,0.56,0.4,,,0.48
0.56,0.48,0.56,0.56,0.56,0.48,0.56,0.48,0.56,0.4,0.64,0.64,1.04,0.64,0.56,0.64,0.56,0.56,0.56,0.56,0.4,,,0.56
0.56,0.48,0.56,0.56,0.56,0.48,0.56,0.48,0.56,0.48,0.64,0.64,0.96,0.64,0.64,0.56,0.56,0.56,0.56,0.56,0.4,,,0.56
0.56,0.48,0.56,0.56,0.48,0.48,0.56,0.56,0.64,0.48,0.64,0.64,1.04,0.64,0.56,0.56,0.56,0.64,0.56,0.56,0.48,,,0.56
0.48,0.48,0.56,0.56,0.56,0.48,0.56,0.56,0.56,0.48,0.64,0.72,1.04,0.64,0.64,0.56,0.56,0.56,0.56,0.56,0.48,,,0.56
0.48,0.48,0.56,0.56,0.56,0.56,0.64,0.56,0.56,0.48,0.64,0.72,1.04,0.56,0.56,0.64,0.56,0.56,0.48,0.48,0.56,,,0.48
0.48,0.56,0.56,0.48,0.56,0.56,0.56,0.56,0.56,0.48,0.64,0.64,1.04,0.64,0.64,0.56,0.48,0.56,0.48,0.48,0.48,,,0.48
0.48,0.56,0.48,0.56,0.56,0.48,0.56,0.56,0.56,0.48,0.64,0.72,1.04,0.64,0.64,0.56,0.48,0.56,0.48,0.56,0.48,,,0.48
0.56,0.56,0.48,0.56,0.48,0.56,0.64,0.64,0.64,0.48,0.64,0.72,1.04,0.64,0.56,0.56,0.56,0.56,0.48,0.56,0.48,,,0.48
0.48,0.48,0.48,0.56,0.56,0.56,0.64,0.56,0.64,0.4,0.64,0.72,1.04,0.64,0.56,0.56,0.56,0.56,0.56,0.56,0.56,,,0.48
0.48,0.56,0.48,0.56,0.48,0.56,0.64,0.56,0.56,0.48,0.72,0.64,1.04,0.72,0.56,0.56,0.56,0.56,0.48,0.56,0.56,,,0.56
0.56,0.56,0.48,0.56,0.56,0.56,0.56,0.64,0.64,0.48,0.72,0.64,1.04,0.64,0.56,0.56,0.48,0.56,0.48,0.56,0.56,,,0.48
0.56,0.48,0.4,0.48,0.48,0.56,0.64,0.64,0.64,0.48,0.72,0.72,1.04,0.64,0.56,0.56,0.56,0.56,0.48,0.56,0.56,,,0.48
0.56,0.56,0.4,0.48,0.48,0.56,0.64,0.64,0.64,0.48,0.72,0.72,1.04,0.64,0.56,0.56,0.48,0.56,0.48,0.56,0.56,,,0.48
0.48,0.48,0.48,0.48,0.48,0.64,0.64,0.72,0.64,0.56,0.72,0.72,1.04,0.64,0.56,0.56,0.56,0.48,0.48,0.56,0.56,,,0.48
0.48,0.48,0.48,0.56,0.48,0.56,0.64,0.64,0.64,0.48,0.72,0.72,1.12,0.64,0.64,0.56,0.56,0.56,0.48,0.56,0.56,,,0.4
0.48,0.48,0.56,0.48,0.48,0.56,0.64,0.72,0.64,0.48,0.72,0.64,1.04,0.64,0.56,0.56,0.56,0.56,0.48,0.56,0.56,,,0.48
0.56,0.56,0.56,0.48,0.48,0.64,0.64,0.64,0.64,0.56,0.64,0.72,1.04,0.64,0.56,0.56,0.56,0.56,0.56,0.56,0.56,,,0.48
0.56,0.56,0.48,0.4,0.48,0.64,0.64,0.64,0.64,0.56,0.64,0.72,1.04,0.72,0.64,0.64,0.64,0.56,0.56,0.64,0.56,,,0.48
0.48,0.56,0.48,0.48,0.56,0.64,0.72,0.64,0.64,0.56,0.72,0.72,1.04,0.64,0.56,0.56,0.56,0.56,0.56,0.56,0.56,,,0.4
0.48,0.56,0.48,0.48,0.48,0.64,0.64,0.64,0.64,0.56,0.64,0.64,1.04,0.72,0.56,0.56,0.56,0.56,0.56,0.56,0.56,,,0.48
0.56,0.48,0.48,0.48,0.48,0.64,0.72,0.64,0.64,0.56,0.64,0.64,1.04,0.72,0.64,0.64,0.56,0.56,0.56,0.56,0.64,,,0.48
0.48,0.48,0.48,0.48,0.48,0.64,0.72,0.64,0.64,0.48,0.64,0.72,0.96,0.64,0.64,0.56,0.56,0.56,0.56,0.64,0.64,,,0.48
0.48,0.48,0.48,0.48,0.56,0.64,0.72,0.64,0.64,0.48,0.72,0.72,0.96,0.64,0.64,0.56,0.56,0.56,0.56,0.56,0.64,,,0.48
0.48,0.48,0.48,0.48,0.48,0.64,0.64,0.64,0.72,0.56,0.72,0.72,0.96,0.64,0.64,0.56,0.64,0.48,0.56,0.56,0.64,,,0.56
0.48,0.48,0.48,0.48,0.48,0.64,0.64,0.64,0.72,0.48,0.72,0.64,0.96,0.64,0.64,0.56,0.56,0.56,0.56,0.56,0.64,,,0.56
0.56,0.56,0.48,0.48,0.56,0.72,0.64,0.64,0.64,0.56,0.72,0.72,0.96,0.64,0.56,0.56,0.56,0.48,0.56,0.56,0.64,,,0.48
0.56,0.56,0.48,0.56,0.56,0.72,0.72,0.72,0.64,0.48,0.72,0.72,0.96,0.64,0.56,0.56,0.56,0.56,0.56,0.56,0.64,,,0.48
0.48,0.56,0.56,0.56,0.48,0.64,0.64,0.72,0.56,0.48,0.72,0.72,0.96,0.64,0.56,0.56,0.56,0.56,0.64,0.56,0.64,,,0.48
0.48,0.48,0.56,0.56,0.48,0.64,0.72,0.72,0.64,0.56,0.64,0.72,0.96,0.64,0.56,0.56,0.56,0.56,0.64,0.56,0.64,,,0.56
0.48,0.56,0.56,0.56,0.48,0.64,0.72,0.72,0.64,0.48,0.72,0.64,0.88,0.64,0.56,0.64,0.56,0.56,0.56,0.48,0.72,,,0.64
0.48,0.56,0.56,0.56,0.56,0.64,0.64,0.72,0.64,0.48,0.72,0.64,0.88,0.56,0.56,0.56,0.56,0.56,0.56,0.48,0.64,,,0.56
0.56,0.56,0.56,0.56,0.56,0.72,0.72,0.72,0.64,0.48,0.72,0.56,0.8,0.64,0.64,0.56,0.56,0.56,0.56,0.56,0.64,,,0.56
0.56,0.56,0.48,0.48,0.48,0.64,0.72,0.72,0.64,0.48,0.72,0.56,0.88,0.64,0.64,0.56,0.56,0.56,0.56,0.48,0.64,,,0.56
0.56,0.56,0.56,0.56,0.56,0.64,0.72,0.72,0.64,0.48,0.64,0.64,0.88,0.56,0.56,0.56,0.56,0.56,0.48,0.48,0.72,,,0.48
0.56,0.56,0.48,0.56,0.56,0.64,0.72,0.64,0.64,0.4,0.64,0.56,0.88,0.56,0.56,0.56,0.56,0.48,0.48,0.56,0.72,,,0.48
0.56,0.56,0.56,0.56,0.56,0.64,0.72,0.56,0.64,0.48,0.64,0.56,0.88,0.64,0.56,0.56,0.56,0.56,0.4,0.56,0.64,,,0.56
0.56,0.56,0.56,0.56,0.56,0.72,0.72,0.64,0.64,0.48,0.64,0.56,0.8,0.56,0.56,0.48,0.56,0.56,0.4,0.56,0.64,,,0.56
0.56,0.56,0.56,0.56,0.56,0.72,0.72,0.64,0.64,0.56,0.56,0.48,0.8,0.56,0.48,0.48,0.48,0.56,0.4,0.56,0.64,,,0.48
0.48,0.56,0.56,0.56,0.56,0.64,0.72,0.64,0.56,0.56,0.56,0.48,0.8,0.56,0.48,0.48,0.48,0.48,0.4,0.56,0.72,,,0.48
0.48,0.48,0.56,0.56,0.56,0.72,0.72,0.64,0.64,0.64,0.56,0.48,0.8,0.48,0.48,0.4,0.48,0.48,0.4,0.56,0.72,,,0.56
0.4,0.48,0.56,0.56,0.56,0.72,0.72,0.64,0.64,0.56,0.56,0.56,0.72,0.48,0.4,0.4,0.4,0.48,0.48,0.56,0.72,,,0.48
0.48,0.48,0.48,0.56,0.48,0.72,0.64,0.64,0.64,0.56,0.48,0.48,0.8,0.4,0.4,0.4,0.4,0.4,0.48,0.56,0.72,,,0.48
0.48,0.48,0.48,0.48,0.48,0.72,0.64,0.64,0.56,0.56,0.56,0.48,0.8,0.4,0.32,0.4,0.4,0.4,0.48,0.56,0.72,,,0.56
0.48,0.48,0.48,0.48,0.48,0.72,0.72,0.64,0.64,0.56,0.56,0.48,0.72,0.4,0.4,0.32,0.4,0.4,0.48,0.56,0.72,,,0.48
0.4,0.56,0.48,0.48,0.48,0.72,0.72,0.56,0.64,0.56,0.56,0.48,0.8,0.4,0.4,0.32,0.4,0.4,0.48,0.64,0.64,,,0.48
0.48,0.56,0.4,0.48,0.56,0.72,0.72,0.64,0.56,0.64,0.56,0.56,0.72,0.4,0.4,0.32,0.48,0.4,0.56,0.56,0.72,,,0.48
0.56,0.56,0.4,0.56,0.48,0.72,0.72,0.64,0.56,0.64,0.48,0.56,0.72,0.4,0.4,0.4,0.56,0.4,0.56,0.56,0.72,,,0.56
0.56,0.56,0.56,0.56,0.56,0.72,0.72,0.64,0.56,0.64,0.4,0.56,0.72,0.48,0.4,0.4,0.56,0.56,0.56,0.56,0.64,,,0.48
0.48,0.56,0.56,0.48,0.56,0.72,0.72,0.72,0.56,0.64,0.48,0.56,0.72,0.4,0.48,0.4,0.56,0.48,0.56,0.64,0.72,,,0.56
0.48,0.56,0.48,0.48,0.56,0.64,0.72,0.72,0.64,0.64,0.48,0.56,0.72,0.4,0.56,0.48,0.56,0.56,0.48,0.56,0.72,,,0.56
0.56,0.56,0.48,0.56,0.56,0.72,0.72,0.64,0.64,0.64,0.56,0.56,0.72,0.48,0.56,0.56,0.56,0.48,0.56,0.64,0.72,,,0.48
0.56,0.48,0.48,0.48,0.56,0.72,0.72,0.72,0.64,0.64,0.56,0.56,0.72,0.48,0.56,0.56,0.56,0.48,0.56,0.56,0.72,,,0.48
0.56,0.48,0.48,0.48,0.56,0.72,0.8,0.72,0.64,0.72,0.64,0.64,-0.48,0.56,0.56,0.56,0.56,0.48,0.56,0.64,0.72,,,0.48
0.56,0.48,0.48,0.56,0.56,0.72,0.8,0.72,0.64,0.72,0.56,0.56,-1.6,0.56,0.56,0.56,0.56,0.56,0.56,0.64,0.8,,,0.48
0.56,0.48,0.56,0.56,0.56,0.72,0.8,0.72,0.64,0.72,0.56,0.64,-1.84,0.56,0.56,0.56,0.56,0.56,0.56,0.64,0.72,,,0.56
0.56,0.48,0.56,0.48,0.56,0.72,0.8,0.72,0.64,0.72,0.64,0.72,-1.92,0.56,0.64,0.56,0.56,0.56,0.56,0.64,0.8,,,0.56
0.56,0.56,0.56,0.48,0.56,0.8,0.88,0.72,0.64,0.72,0.64,0.72,-1.84,0.56,0.56,0.56,0.64,0.56,0.56,0.64,0.8,,,0.56
0.56,0.48,0.56,0.56,0.56,0.8,0.88,0.8,0.72,0.72,0.64,0.72,-1.84,0.64,0.56,0.56,0.64,0.56,0.56,0.64,0.8,,,0.56
0.56,0.56,0.56,0.56,0.48,0.8,0.8,0.8,0.72,0.8,0.64,0.72,-1.76,0.64,0.56,0.56,0.56,0.56,0.56,0.72,0.8,,,0.56
0.56,0.56,0.48,0.56,0.48,0.8,0.8,0.88,0.8,0.8,0.64,0.72,-1.76,0.72,0.64,0.64,0.56,0.56,0.56,0.64,0.8,,,0.56
0.56,0.56,0.56,0.56,0.48,0.8,0.88,0.8,0.72,0.72,0.72,0.72,-1.76,0.72,0.56,0.64,0.56,0.56,0.56,0.64,0.8,,,0.48
0.56,0.48,0.56,0.56,0.56,0.88,0.8,0.8,0.8,0.8,0.72,0.8,-1.68,0.72,0.64,0.64,0.56,0.56,0.56,0.72,0.8,,,0.56
